301,100,39
148,279,323
221,286,277
329,126,37
362,154,37
208,98,118
340,163,63
187,107,142
214,136,139
297,181,115
143,129,193
221,173,169
253,201,171
228,210,195
260,237,197
235,246,224
212,253,252
138,244,296
252,311,274
181,302,325
