262,441,37,80.2229267173378
343,455,37,86.7907418320818
469,527,37,86.3092743732828
423,466,38,88.4858197303213
435,304,38,84.2590238400735
376,404,39,87.9085847763
404,355,39,87.239904013997
454,416,39,87.8588465661742
485,368,40,86.5461199700625
533,432,40,89.8245146399433
156,476,41,79.2233065655541
293,393,41,86.2190650415572
324,345,41,87.7238144235668
353,296,41,87.6704119558757
384,249,41,76.0850945555829
198,275,42,86.1975782259876
168,324,43,87.095131823073
186,430,43,80.3366795589768
216,384,43,87.3092527369262
230,225,43,86.6085148312807
246,332,43,90.4146951927407
277,284,43,90.3479797858227
466,258,43,76.6479150097714
562,392,43,86.9017056874862
60,364,44,89.4432758990205
90,312,44,87.8397057899058
308,234,44,87.797685267076
419,198,44,82.5260821473181
112,419,45,85.4388748456302
121,264,45,87.7186726065896
139,372,45,89.4377674529139
370,135,45,85.6067303997568
498,209,45,84.1226931507268
515,317,45,85.4120379933156
593,337,45,83.2256164992297
151,215,47,89.0083616858357
182,169,47,87.2500723841367
339,183,47,91.7126859957611
544,273,47,84.1598761651699
213,122,48,80.7911331925878
262,172,48,85.3121502313211
575,219,48,78.6155449229603
324,78,49,79.7118943507861
451,146,49,78.7917418917382
75,206,51,90.5790959368287
291,125,51,84.7070789892287
99,166,52,88.3776792872145
133,117,52,82.4029739774156
401,84,52,79.3154155038194
483,103,52,75.3923059001358
526,157,52,79.5366120207882
246,65,53,81.7128237013714
171,68,54,78.1009962236987
382,593,62,83.8313318345765
527,509,64,94.0987421324546
306,582,66,93.5374694213409
494,555,66,82.8369354539447
557,464,66,96.0772090037871
259,522,67,99.8757219322164
228,570,68,94.4185784585705
338,532,68,102.690581363867
370,484,69,109.463335172342
419,542,69,97.0271681118412
450,496,69,109.224604637638
481,448,69,110.054040359678
463,335,70,104.753110524957
181,510,71,100.042453883681
290,469,71,102.343435202553
402,436,71,110.017254599956
431,386,71,110.380842765655
512,400,71,107.286065363808
588,420,71,91.8497240235339
213,461,72,98.8952887303851
322,424,72,108.617738554979
382,326,72,108.043635471896
149,293,73,108.445416202415
154,550,73,82.0837652177067
274,364,73,109.628520618676
353,377,73,108.100003575803
41,333,74,99.5380699495975
110,491,74,96.5942684604303
118,343,74,107.163292087537
179,244,74,104.890232403288
244,415,74,103.798796387838
413,275,74,106.328282913159
71,283,75,108.3266638407
92,391,75,105.032447668543
195,354,75,110.082739828706
226,303,75,108.438214230765
304,315,75,109.660514956012
335,267,75,107.268293198491
446,227,75,107.122237981521
540,357,75,93.9864434305992
66,434,76,91.4084349715979
138,446,76,108.355655217578
167,402,76,107.066914902638
212,195,76,105.370227419099
259,255,76,106.512886146118
242,145,77,101.805505198047
367,218,77,109.115661954162
400,166,77,107.850702186684
494,285,77,106.174829423117
524,241,77,104.590509761125
600,253,77,90.4896940666561
103,234,78,108.874466650106
166,136,78,103.734092821807
350,107,78,104.025367458291
476,175,78,104.568817799462
553,193,78,96.2253020899025
132,185,79,106.681012880044
195,95,79,96.0687685763049
289,203,79,106.53217887054
305,54,79,92.5172924412052
383,62,79,91.7829751656779
571,302,79,106.1664700465
318,155,80,111.430712510142
430,117,80,98.1129746343164
461,76,80,77.8512426615279
506,132,80,94.3141383543369
225,44,81,86.6277496410443
271,94,81,103.902504739377
289,552,96,103.753378363395
367,561,96,99.6998281706539
258,597,99,88.8895204003072
507,483,99,108.111232565302
241,491,100,103.630246936585
318,502,100,103.66760539229
399,513,100,109.282721486357
444,573,100,75.0801360744431
477,523,100,101.988794859913
538,436,100,109.178079832
350,452,101,111.990468980882
488,370,101,108.062100158314
600,339,101,102.744689842617
430,466,102,112.486522608954
569,388,102,102.509403599357
100,311,103,109.146192756602
210,539,103,100.932432695844
459,418,103,113.116505160514
380,407,104,110.174365019564
443,304,104,110.069616765853
273,442,105,105.50563260392
411,356,105,111.463626406949
472,258,105,110.789448064614
520,321,105,102.308609211541
581,229,105,99.1830773007263
70,363,106,103.162548496974
304,393,106,109.491896080819
120,418,107,113.072259889053
131,263,107,110.227269182861
165,479,107,108.849102685142
224,116,107,102.970906710778
332,347,107,110.245302794294
426,198,107,111.23249178259
502,212,107,108.676114136215
52,256,108,103.631843651455
136,520,108,95.8590789049243
194,165,108,107.993696508274
196,433,108,108.684682115705
225,385,108,111.647701247733
363,298,108,109.627911790929
411,92,108,98.7948694797664
118,152,109,103.106635309946
148,371,109,108.571021288168
150,110,109,95.6263896538833
163,210,109,111.629435216387
177,322,109,110.445238012355
208,274,109,110.578443173733
240,226,109,108.402624608224
254,334,109,110.068217563167
333,81,109,104.829140203229
394,246,109,109.362615301205
455,146,109,102.899416330391
550,274,109,107.033423485786
83,204,110,104.971079209582
91,463,110,99.8863987058436
176,69,110,81.2629839142491
253,68,110,100.166544284827
379,136,110,109.167344287935
487,107,110,92.2116271133052
531,167,110,98.1120267102702
44,410,111,81.8783266320092
300,126,112,110.518084142555
317,235,112,110.093999358894
271,176,113,105.626783389995
348,187,113,111.75588307183
316,582,126,95.8656967986651
504,551,130,65.6025854298086
536,508,130,91.2910145937844
565,465,130,93.2551981671541
594,419,130,86.7241545701054
393,591,131,83.5917757063138
427,544,132,101.815169011139
272,520,133,100.569201011418
457,497,134,110.322609878525
487,449,134,110.972671333631
379,482,135,110.842670241992
516,403,135,108.845761879244
547,356,135,110.611733818496
577,308,136,107.988177390631
609,257,136,63.1664035078828
241,569,137,98.081657414911
349,526,137,97.2627631342383
408,436,137,111.962995947235
468,337,137,106.500767682231
112,235,138,109.40972675083
