774,574,72,89.3570608866436,1
886,520,72,71.1699794906329,1
894,546,72,94.3300939880277,1
444,762,78,101.645173839173,1
470,838,78,107.307592625117,1
508,924,78,70.1710987157464,1
700,740,78,111.5330112676,1
876,476,80,101.451582115514,1
380,922,82,75.6878521850212,1
604,834,82,101.101465235844,1
804,652,82,102.596650050505,1
304,666,84,111.629911622308,1
418,626,84,107.36157851448,1
658,554,84,110.112584128717,1
826,262,84,104.387712071197,1
200,744,86,113.854851542217,1
266,552,86,111.456692548917,1
574,740,86,108.845303547465,1
188,706,88,112.230690883119,1
214,348,88,94.8875322512575,1
226,828,88,105.515407861844,1
282,144,88,97.8402559222186,1
378,482,88,106.735628953337,1
394,530,88,104.473793666417,1
554,654,88,107.227684954828,1
678,616,88,105.956772112063,1
692,242,88,109.797548873384,1
756,90,88,77.6748456662646,1
792,168,88,90.9219009031119,1
174,664,90,114.608517569455,1
370,452,90,108.560784129284,1
526,146,90,98.1936036876523,1
564,250,90,104.338578072894,1
590,326,90,107.473249098515,1
120,458,92,100.969319314881,1
242,430,92,107.546417057301,1
492,428,92,108.130598779423,1
622,64,92,94.6355301392851,1
654,154,92,105.069730924565,1
444,242,94,100.362192733696,1
462,328,94,106.724336775701,1
144,550,96,109.374741515252,1
190,260,96,100.605381391997,1
308,242,96,101.287129348497,1
94,354,98,97.1774036230808,1
340,324,102,99.7318081110888,1
408,132,104,95.7380614734677,1
732,306,104,94.0679807851039,1
916,432,132,79.0154511944425,2
542,884,134,102.576802832523,2
768,780,134,72.2349531552927,2
944,502,134,68.0359476681419,2
610,692,136,83.7976415810279,2
738,690,136,97.5686564380303,2
838,596,136,109.2474578287,2
418,896,138,99.5260712676164,2
634,780,138,109.130976408289,2
714,590,138,109.808767002421,2
118,748,142,86.7186166709461,2
690,494,142,92.3064726464864,2
270,802,144,103.450850458954,2
278,834,144,103.026654710131,2
362,694,144,106.911573559753,2
458,582,144,111.676019815521,2
388,798,146,104.040044351843,2
794,376,146,102.248165444954,2
824,486,146,91.382140051332,2
98,680,148,99.03833507148,2
256,736,148,68.9368520335518,2
486,676,148,111.882107888573,2
514,772,148,104.180818061707,2
264,754,150,73.220937345151,2
70,592,152,98.4087424856283,2
236,666,152,112.149695233563,2
336,580,152,108.273882344305,2
434,476,152,108.893817676757,2
566,488,152,101.880099679792,2
278,374,154,105.528038299957,2
410,392,154,103.985718847951,2
474,180,154,70.4581681942929,2
598,580,154,69.8492609879554,2
770,286,154,102.245671920892,2
184,486,156,112.310204259215,2
308,486,156,107.515551007163,2
328,96,156,71.7522747736872,2
698,106,156,86.4466634148223,2
160,404,158,105.048375319245,2
214,588,158,112.908298832925,2
376,272,158,106.925093860378,2
504,280,158,106.769529777225,2
634,280,158,109.822116893095,2
740,204,158,101.94293662722,2
252,288,160,103.709954611056,2
532,366,160,107.676217554922,2
348,186,162,100.23161947149,2
568,96,162,90.7139737308823,2
606,188,164,94.5911112762901,2
452,86,166,90.5004071471932,2
62,466,168,83.5623678942621,2
682,352,176,101.298435169427,2
354,914,196,69.0101033848089,3
568,810,196,107.119560417098,3
192,810,200,102.883299665905,3
546,720,200,107.353306583094,3
672,718,200,111.769998788903,3
776,628,200,110.323116802059,3
800,710,200,103.288961183935,3
878,528,200,107.968816737886,3
298,720,202,108.657121251544,3
652,626,202,111.978533238242,3
170,728,204,110.526764875588,3
312,770,204,66.6090364355801,3
318,802,204,97.6261194927825,3
270,620,206,109.827827310086,3
398,636,206,107.478039816074,3
496,526,206,110.630513382334,3
524,618,206,110.052323609194,3
732,424,206,111.905195685569,3
446,796,210,104.358787419136,3
836,332,210,107.328327716104,3
260,574,212,105.732670131872,3
372,518,212,106.835486475344,3
428,726,212,110.939281172792,3
630,516,212,111.051274659405,3
762,522,212,110.147881024655,3
864,432,212,107.818371452115,3
244,512,216,112.702941049304,3
546,234,216,100.889027429365,3
146,620,218,109.334898637875,3
472,420,218,107.672169135487,3
606,418,218,112.449155348526,3
708,320,218,110.855850902921,3
826,272,218,96.184038285028,3
122,520,220,108.949585061766,3
312,302,220,95.8361522650036,3
386,594,220,68.9133566703854,3
520,126,220,95.2541703895355,3
814,232,220,99.0404396405685,3
224,418,222,103.556361309968,3
348,422,222,103.884890861947,3
446,326,222,95.2890335792089,3
576,324,224,110.28892785466,3
102,436,226,100.349511839941,3
202,320,226,101.699215827743,3
394,122,226,88.6180380003535,3
416,218,226,102.929646618794,3
680,230,226,110.665520244701,3
176,228,228,92.9128476553467,3
268,146,228,100.922789164092,3
646,146,230,99.7634184697505,3
608,762,254,106.483260692028,4
740,298,256,69.5313936036632,4
840,658,256,86.7490443195458,4
868,306,256,91.0728240767321,4
510,842,258,100.892984199269,4
586,668,258,107.344593271475,4
484,754,262,107.447083073634,4
576,624,262,100.33990499567,4
714,668,262,82.6872704076684,4
734,748,262,106.452897830694,4
598,674,264,72.8427521792344,4
816,566,264,103.541263777832,4
892,370,264,80.9197659763956,4
566,568,266,112.215580146553,4
386,852,268,103.943503727826,4
436,566,268,102.693284615943,4
796,474,268,104.371894215406,4
212,668,270,109.687209517798,4
336,662,270,113.104572599857,4
360,756,270,109.729797028247,4
406,466,270,109.290623182362,4
198,622,272,101.049137543973,4
236,756,272,106.106151433248,4
310,564,272,113.236807821801,4
462,648,272,108.110654606277,4
696,566,272,113.601416116891,4
266,848,274,107.453881682914,4
544,460,274,110.24412432513,4
284,466,276,109.296436956963,4
674,464,276,110.736755407243,4
776,364,276,109.890582701053,4
184,564,278,110.846418426001,4
384,386,278,93.7496070835601,4
650,364,280,110.673718248804,4
514,366,282,109.267459325648,4
164,470,284,110.721343182769,4
484,272,286,104.507611313731,4
262,364,288,105.666974781021,4
356,242,290,79.6690098776534,4
562,70,290,76.5395116887995,4
620,266,290,108.458723050059,4
752,262,290,111.555712558864,4
68,550,292,82.5322255439694,4
146,380,294,106.109884760209,4
334,166,294,99.3639002709339,4
456,168,296,96.0356433997017,4
240,266,298,95.4642842725109,4
438,82,298,90.1370374080207,4
588,188,300,91.6877920727797,4
674,786,320,104.721644799811,5
528,712,322,106.869531801074,5
552,806,322,107.033016022433,5
652,710,322,91.3348377480827,5
318,852,326,82.761740743631,5
636,612,326,110.27417610089,5
458,884,328,97.8914026825309,5
628,572,328,66.6680726992932,5
424,800,330,108.702668891219,5
508,600,330,110.852399287952,5
860,504,330,104.888092925703,5
294,772,332,82.3430919405073,5
378,612,332,111.212041326867,5
400,694,332,110.814562029895,5
482,506,332,109.852737456146,5
760,594,332,109.014121569348,5
304,798,334,106.845855431976,5
348,512,334,108.001106284179,5
616,514,336,109.886178957678,5
840,414,336,111.568774674295,5
180,790,338,104.417356256741,5
252,604,338,111.979727111774,5
740,498,338,106.603252955885,5
154,702,340,102.00250874715,5
204,872,340,65.9012376764375,5
594,400,342,110.366847032681,5
720,404,342,111.739362461216,5
818,316,342,108.073867206013,5
132,610,344,104.541217419879,5
226,500,344,115.021537614434,5
456,404,344,104.995017322712,5
694,310,344,106.385968471601,5
204,406,352,111.55198474538,5
430,318,352,101.958161318951,5
306,302,354,104.844215678732,5
336,404,354,106.868711262855,5
562,294,354,108.503264852351,5
798,228,354,95.9161929069777,5
108,502,356,100.062177990149,5
182,316,358,103.048094284065,5
532,220,358,104.960614306921,5
378,120,362,97.3231996323448,5
636,132,362,89.3545743408613,5
88,414,364,70.5273893144913,5
666,212,364,105.547364248515,5
398,216,366,91.7648203704523,5
504,118,366,103.351896351022,5
276,198,368,105.788292756175,5
592,752,384,101.05561592899,6
476,748,388,99.7830423406429,6
620,818,388,102.447440123599,6
720,732,388,100.326609771009,6
498,846,390,103.643570164494,6
686,568,390,102.524335627617,6
376,838,392,106.905396495325,6
428,550,392,86.9756602681138,6
578,644,392,107.620265556016,6
702,642,392,107.612630867641,6
882,392,392,84.9860702310171,6
900,446,392,86.7691210957451,6
452,636,394,110.628077482805,6
822,628,394,106.887812270059,6
558,550,396,105.865621557425,6
802,556,396,105.473520851315,6
330,672,398,108.601137169568,6
780,452,398,108.660051062772,6
350,740,400,110.718441635439,6
532,446,400,105.646890787408,6
222,742,402,106.757784046146,6
200,650,404,112.994903136303,6
252,840,404,97.2206419882951,6
392,432,404,102.472534961102,6
300,552,406,109.910457084714,6
664,456,406,114.696342271442,6
176,556,408,112.039326094695,6
642,346,410,109.160359214474,6
764,356,410,110.588559131897,6
274,446,414,113.070622727189,6
378,358,414,96.4319198284022,6
502,336,414,103.828841490947,6
152,460,416,99.1407296665927,6
250,360,416,107.206936216103,6
608,242,420,100.934332600864,6
742,252,420,101.083033094079,6
220,250,426,102.264000213895,6
712,160,426,89.9026641649608,6
350,252,428,106.0937990361,6
450,176,430,101.315793307274,6
582,144,432,101.005848598184,6
472,234,434,97.3463093758112,6
326,156,436,100.790794198893,6
448,876,444,77.5383004593766,7
672,780,456,107.518841886134,7
746,580,456,93.9977895888603,7
